minsplit,maxdepth,CP,nsplit,rel error,xerror,xstd
39,32,0.01,12,0.266503845101715,0.52728591993347,0.0362762783081242
40,32,0.0138207363616421,9,0.305032059944618,0.502031183875266,0.0360814341794245
20,33,0.0158227715837251,8,0.320854831528344,0.519856955675589,0.0368352253716344
21,33,0.0243740855494423,5,0.386279040961935,0.518932012074604,0.0363805717401229
22,33,0.0181887244195162,7,0.33904355594786,0.519993660837544,0.0366503126142079
23,33,0.0133876850011026,10,0.291211323582976,0.510390107845485,0.0348619236635359
24,33,0.0133326684045915,11,0.277823638581874,0.486774691306706,0.0339021832931688
25,33,0.01,13,0.253171176697124,0.522709042784014,0.0357466445176557
26,33,0.0181887244195162,7,0.33904355594786,0.501546597231205,0.0358565905020584
27,33,0.01,13,0.253171176697124,0.535421092411279,0.0349712086070001
28,33,0.0138207363616421,9,0.305032059944618,0.535996456680481,0.0356504760744067
29,33,0.0138207363616421,9,0.305032059944618,0.507316252240396,0.0355355616030122
30,33,0.0138207363616421,9,0.305032059944618,0.522267428718229,0.0343797037963393
31,33,0.0138207363616421,9,0.305032059944618,0.53652643565363,0.0371548025664354
32,33,0.0158227715837251,8,0.320854831528344,0.518053869179719,0.0363490870281476
33,33,0.0158227715837251,8,0.320854831528344,0.469791386653482,0.0343343791813093
34,33,0.0158227715837251,8,0.320854831528344,0.520660671700774,0.0359101150634243
35,33,0.01,12,0.266503845101715,0.507055880832583,0.0347192996773408
36,33,0.0243740855494423,5,0.386279040961935,0.525123704885223,0.0396504523560195
37,33,0.0181887244195162,7,0.33904355594786,0.530564417325386,0.0374440467948243
38,33,0.0138207363616421,9,0.305032059944618,0.50168202358605,0.0366427145992617
39,33,0.01,12,0.266503845101715,0.518881432083931,0.036292819949551
40,33,0.0138207363616421,9,0.305032059944618,0.529454732555164,0.0366771987935659
20,34,0.01,13,0.253171176697124,0.530185716232995,0.0359730099704268
21,34,0.0113197934801584,12,0.264490970177282,0.527840398651574,0.0375087272639537
22,34,0.0158227715837251,8,0.320854831528344,0.484499476249999,0.0353722349481929
23,34,0.0113197934801584,12,0.264490970177282,0.496105961658115,0.0322985918707786
24,34,0.01,13,0.253171176697124,0.508675601149161,0.0360185490027558
25,34,0.01,13,0.253171176697124,0.502914485493985,0.0329627301407363
26,34,0.0158227715837251,8,0.320854831528344,0.523387884876126,0.0365869707243253
27,34,0.0297778920269983,4,0.416056932988933,0.525880845525959,0.0411701982593023
28,34,0.0138207363616421,9,0.305032059944618,0.526920798411362,0.0384260594469361
29,34,0.01,12,0.266503845101715,0.499333770991407,0.0349811193200218
30,34,0.01,12,0.266503845101715,0.522634403736813,0.0358485073497701
31,34,0.01,12,0.266503845101715,0.481705164376961,0.0329365862092535
32,34,0.01,12,0.266503845101715,0.504185428943613,0.0339842485621895
33,34,0.0113197934801584,11,0.277823638581874,0.497556473836309,0.0329909477145641
34,34,0.0133876850011026,10,0.291211323582976,0.52449733964683,0.0356626565508764
35,34,0.0158227715837251,8,0.320854831528344,0.530923162992888,0.0380191824781703
36,34,0.0158227715837251,8,0.320854831528344,0.502650242646115,0.0351250894423059
